id,site_x,job_url_x,job_url_direct_x,company_x,location_x,date_posted_x,job_type_x,salary_source_x,interval_x,min_amount_x,max_amount_x,currency_x,is_remote_x,listing_type_x,emails_x,company_industry_x,company_url_x,company_logo_x,company_url_direct_x,company_addresses_x,company_num_employees_x,company_revenue_x,company_description_x,site_y,job_url_y,job_url_direct_y,title_y,company_y,location_y,date_posted_y,job_type_y,salary_source_y,interval_y,min_amount_y,max_amount_y,currency_y,is_remote_y,listing_type_y,emails_y,description_y,company_industry_y,company_url_y,company_logo_y,company_url_direct_y,company_addresses_y,company_num_employees_y,company_revenue_y,company_description_y,skills,skills_count,job_category,job_category_encoded,location_x_encoded,is_remote_x_encoded,average_salary,predicted_job_category,actual_job_category,accuracy
gd-1009534794674,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534794674,,PG&E Corporation,"Oakland, CA",2024-11-21,,direct_data,yearly,136000.0,232000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE15208.htm,https://media.glassdoor.com/sql/15208/pacific-gas-and-electric-squarelogo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,142,0,184000.0,Other,Other,Correct
gd-1009534841985,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534841985,,Virtusa,"Irving, TX",2024-11-21,,direct_data,yearly,75007.0,101786.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE29396.htm,https://media.glassdoor.com/sql/29396/virtusa-squareLogo-1684942244005.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,148,0,88396.5,Other,Analyst,Incorrect
gd-1009534866179,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534866179,,Rigil Corporation,"Chantilly, VA",2024-11-21,,direct_data,yearly,60988.0,91720.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE863732.htm,https://media.glassdoor.com/sql/863732/rigil-squarelogo-1421091534194.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,178,0,76354.0,,Other,Incorrect
gd-1009534870328,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534870328,,Mount Sinai Medical Center - Florida,"Miami Beach, FL",2024-11-21,,direct_data,yearly,66831.0,96139.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE20391.htm,https://media.glassdoor.com/sql/20391/mount-sinai-medical-center-of-florida-squareLogo-1616495850058.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,179,0,81485.0,,Other,Incorrect
gd-1009534900352,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534900352,,MAPSYS INC.,,2024-11-21,,direct_data,yearly,130000.0,130000.0,USD,True,organic,,,https://www.glassdoor.com/Overview/W-EI_IE241393.htm,https://media.glassdoor.com/sql/241393/mapsys-inc-squarelogo-1540555944175.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Analyst,0,-1,1,130000.0,,Analyst,Incorrect
gd-1009534909657,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534909657,,MNK INFOTECH INC,"Houston, TX",2024-11-21,,direct_data,yearly,72736.0,108329.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE713281.htm,https://media.glassdoor.com/sql/713281/mnk-infotech-squarelogo-1442321312064.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,79,0,90532.5,,Other,Incorrect
gd-1009534921041,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534921041,,Janus Henderson,"Denver, CO",2024-11-21,,direct_data,yearly,80000.0,85000.0,USD,False,sponsored,recruiter@janushenderson.com,,https://www.glassdoor.com/Overview/W-EI_IE1984823.htm,https://media.glassdoor.com/sql/1984823/janus-henderson-investors-squareLogo-1636575033586.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Other,2,180,0,82500.0,Other,Other,Correct
gd-1009534921172,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534921172,,FM Global,"Johnston, RI",2024-11-21,,direct_data,yearly,88400.0,127100.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE15259.htm,https://media.glassdoor.com/sql/15259/fm-squareLogo-1721235926760.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,181,0,107750.0,,Other,Incorrect
gd-1009534926438,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534926438,,Business Needs Inc.,"Irvine, CA",2024-11-21,,direct_data,hourly,50.0,60.0,USD,False,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,182,0,55.0,Other,Other,Correct
gd-1009534926673,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534926673,,FinTap,"Clifton, NJ",2024-11-21,,direct_data,yearly,70000.0,75000.0,USD,False,sponsored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,2,183,0,72500.0,Other,Other,Correct
gd-1009534948867,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534948867,,CG-VAK Softwares USA Inc,"Walnut Creek, CA",2024-11-21,,direct_data,hourly,52.0,57.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE270138.htm,https://media.glassdoor.com/sql/270138/cg-vak-software-usa-squarelogo-1457537657003.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,2,184,0,54.5,Other,Other,Correct
gd-1009534953411,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534953411,,"TWC Global Services, LLC","South San Francisco, CA",2024-11-21,,direct_data,hourly,60.0,65.0,USD,False,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,185,0,62.5,,Other,Incorrect
gd-1009534979625,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534979625,,PNC Financial Services Group,"Pittsburgh, PA",2024-11-21,,direct_data,yearly,60555.0,86404.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE507.htm,https://media.glassdoor.com/sql/507/pnc-financial-services-group-squareLogo-1722611688529.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,186,0,73479.5,,Other,Incorrect
gd-1009534986143,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534986143,,TikTok,"Seattle, WA",2024-11-21,,direct_data,yearly,104711.0,192533.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE2230881.htm,https://media.glassdoor.com/sql/2230881/tiktok-squarelogo-1539940701771.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,6,0,148622.0,,Other,Incorrect
gd-1009534986248,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534986248,,illumifin,"Eden Prairie, MN",2024-11-21,,direct_data,yearly,62587.0,86778.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE6952933.htm,https://media.glassdoor.com/sql/6952933/illumifin-squarelogo-1654005432203.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,34,0,74682.5,,Other,Incorrect
gd-1009534987869,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534987869,,Toyota Industries,"East Chicago, IN",2024-11-21,,direct_data,yearly,53579.0,83371.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE8264.htm,https://media.glassdoor.com/sql/8264/toyota-industries-squarelogo-1422475306447.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,187,0,68475.0,,Other,Incorrect
gd-1009534990344,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009534990344,,VEAH Consulting Services,"Sunnyvale, CA",2024-11-21,,direct_data,yearly,100000.0,135000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE7649603.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,88,0,117500.0,,Other,Incorrect
gd-1009535006085,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535006085,,USAA,"San Antonio, TX",2024-11-21,,direct_data,yearly,120550.0,216990.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE3033.htm,https://media.glassdoor.com/sql/3033/usaa-squarelogo-1586201079601.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,188,0,168770.0,,Other,Incorrect
gd-1009535013668,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535013668,,Motion Recruitment,"Bethlehem, GA",2024-11-21,,direct_data,yearly,65000.0,85000.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE308646.htm,https://media.glassdoor.com/sql/308646/jobspring-partners-squarelogo-1575560627741.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,189,0,75000.0,,Analyst,Incorrect
gd-1009535016717,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535016717,,Staffmark,"Corona, CA",2024-11-21,,direct_data,yearly,200000.0,237000.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE103824.htm,https://media.glassdoor.com/sql/103824/staffmark-squareLogo-1726255362770.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,2,190,0,218500.0,Other,Other,Correct
gd-1009535020220,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535020220,,Oxford Government Consulting,"Frederick, MD",2024-11-21,,direct_data,yearly,70000.0,81000.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE719429.htm,https://media.glassdoor.com/sql/719429/oxford-government-consulting-squarelogo-1575554020739.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,2,191,0,75500.0,,Other,Incorrect
gd-1009535031661,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535031661,,Tailored Management,"South Jordan, UT",2024-11-21,,direct_data,hourly,21.0,21.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE142128.htm,https://media.glassdoor.com/sql/142128/tailored-management-squarelogo-1597246179899.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,192,0,21.0,,Other,Incorrect
gd-1009535049097,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535049097,,AppTad Technologies Pvt Ltd,,2024-11-21,,direct_data,hourly,70.0,72.0,USD,True,organic,,,https://www.glassdoor.com/Overview/W-EI_IE1149837.htm,https://media.glassdoor.com/sql/1149837/apptad-squarelogo-1521199133163.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,-1,1,71.0,,Other,Incorrect
gd-1009535049196,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535049196,,HCA Healthcare,"Nashville, TN",2024-11-21,,direct_data,yearly,88548.0,114838.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE2062.htm,https://media.glassdoor.com/sql/2062/hca-healthcare-squarelogo-1551127289039.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,74,0,101693.0,,Other,Incorrect
gd-1009535064650,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535064650,,Medtronic,"Minneapolis, MN",2024-11-21,,direct_data,yearly,75200.0,112800.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE436.htm,https://media.glassdoor.com/sql/436/medtronic-squarelogo-1642656155652.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,19,0,94000.0,,Other,Incorrect
gd-1009535067676,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535067676,,Central New Mexico Community College,"Albuquerque, NM",2024-11-21,,direct_data,yearly,55310.0,66372.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE666246.htm,https://media.glassdoor.com/sql/666246/central-new-mexico-community-college-squarelogo-1424857834555.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,193,0,60841.0,Other,Other,Correct
gd-1009535071701,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535071701,,The University of Chicago,"Chicago, IL",2024-11-21,,direct_data,yearly,71000.0,102000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE3016.htm,https://media.glassdoor.com/sql/3016/university-of-chicago-squarelogo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,13,0,86500.0,,Other,Incorrect
gd-1009535088501,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535088501,,FirstBank Florida,"San Juan, PR",2024-11-21,,direct_data,yearly,52380.0,88028.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE25468.htm,https://media.glassdoor.com/sql/25468/firstbank-florida-squarelogo-1462435677087.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,194,0,70204.0,Other,Other,Correct
gd-1009535090825,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535090825,,Judicial Council of California,"San Francisco, CA",2024-11-21,,direct_data,monthly,7710.0,11565.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE41592.htm,https://media.glassdoor.com/sql/41592/judicial-council-of-california-squarelogo-1460202281689.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,2,5,0,9637.5,,Other,Incorrect
gd-1009535109860,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535109860,,Churchill Downs Incorporated,"Louisville, KY",2024-11-21,,direct_data,yearly,68572.0,91515.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE4795.htm,https://media.glassdoor.com/sql/4795/churchill-downs-squarelogo-1425278092350.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,195,0,80043.5,,Other,Incorrect
gd-1009535116094,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535116094,,Global Payments,,2024-11-21,,direct_data,yearly,250000.0,500000.0,USD,True,organic,,,https://www.glassdoor.com/Overview/W-EI_IE13140.htm,https://media.glassdoor.com/sql/13140/global-payments-squareLogo-1620654746066.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,-1,1,375000.0,,Other,Incorrect
gd-1009535120493,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535120493,,FirstBank Puerto Rico,"San Juan, PR",2024-11-21,,direct_data,yearly,35801.0,63728.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE3557.htm,https://media.glassdoor.com/sql/3557/first-bancorp-puerto-rico-squarelogo-1426744372383.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,194,0,49764.5,,Other,Incorrect
gd-1009535123905,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535123905,,City of Columbus,"Columbus, OH",2024-11-21,,direct_data,hourly,45.0,67.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE346553.htm,https://media.glassdoor.com/sql/346553/city-of-columbus-ohio-squarelogo-1425646267410.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,11,0,56.0,,Other,Incorrect
gd-1009535132235,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535132235,,"ASSYST, Inc.","Austin, TX",2024-11-21,,direct_data,yearly,79035.0,99630.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE328706.htm,https://media.glassdoor.com/sql/328706/assyst-squarelogo-1423827168530.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,2,26,0,89332.5,,Other,Incorrect
gd-1009535135349,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535135349,,Kumo Partners,United States,2024-11-21,,direct_data,hourly,45.0,65.0,USD,False,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,2,16,0,55.0,Other,Other,Correct
gd-1009535137248,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535137248,,LPL Financial,"Fort Mill, SC",2024-11-21,,direct_data,hourly,31.0,51.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE227035.htm,https://media.glassdoor.com/sql/227035/lpl-financial-squareLogo-1727879169742.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,196,0,41.0,Other,Other,Correct
gd-1009535151365,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535151365,,Digital Dhara LLC,United States,2024-11-21,,direct_data,hourly,42.0,45.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE2356471.htm,https://media.glassdoor.com/sql/2356471/digital-dhara-squarelogo-1560513272418.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,2,16,0,43.5,,Other,Incorrect
gd-1009535155418,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535155418,,IvoryCloud,"Rockville, MD",2024-11-21,,direct_data,yearly,60000.0,75000.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE2549715.htm,https://media.glassdoor.com/sql/2549715/ivorycloud-squarelogo-1631788894381.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,12,0,67500.0,,Analyst,Incorrect
gd-1009535157609,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535157609,,Euclid Insurance,"Itasca, IL",2024-11-21,,direct_data,yearly,70000.0,80000.0,USD,False,sponsored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Other,2,197,0,75000.0,,Other,Incorrect
gd-1009535157755,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535157755,,Egreen Transport,United States,2024-11-21,,direct_data,yearly,60000.0,80000.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE8452513.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Other,2,16,0,70000.0,,Other,Incorrect
gd-1009535165327,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535165327,,Brown Brothers Harriman,"New York, NY",2024-11-21,,direct_data,yearly,75000.0,95000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE3668.htm,https://media.glassdoor.com/sql/3668/brown-brothers-harriman-squarelogo-1520260667076.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,20,0,85000.0,,Other,Incorrect
gd-1009535168752,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535168752,,STRV,"Los Angeles, CA",2024-11-21,,direct_data,yearly,160000.0,240000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE878105.htm,https://media.glassdoor.com/sql/878105/strv-squareLogo-1666259457843.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,2,46,0,200000.0,,Other,Incorrect
gd-1009535180357,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535180357,,KET Software Services LLC,"Austin, TX",2024-11-21,,direct_data,yearly,74731.0,105846.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE3254918.htm,https://media.glassdoor.com/sql/3254918/ket-software-squarelogo-1582781151698.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,26,0,90288.5,,Analyst,Incorrect
gd-1009535186209,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535186209,,Slalom Consulting,"Phoenix, AZ",2024-11-21,,direct_data,yearly,87684.0,113429.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE31102.htm,https://media.glassdoor.com/sql/31102/slalom-squarelogo-1554737739937.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,1,0,100556.5,,Other,Incorrect
gd-1009535193268,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535193268,,GSK Solutions Inc,"Richmond, MI",2024-11-21,,direct_data,hourly,55.0,60.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE610327.htm,https://media.glassdoor.com/sql/610327/gsk-solutions-squarelogo-1442229224096.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,2,199,0,57.5,,Other,Incorrect
gd-1009535209298,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535209298,,"Keystone Staffing Solutions, LLC","Louisville, KY",2024-11-21,,direct_data,hourly,50.0,70.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE890290.htm,https://media.glassdoor.com/sql/890290/keystone-staffing-solutions-squarelogo-1469024264383.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,195,0,60.0,Other,Other,Correct
gd-1009535211190,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535211190,,Tailored Management,"Lone Tree, CO",2024-11-21,,direct_data,hourly,76.0,76.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE142128.htm,https://media.glassdoor.com/sql/142128/tailored-management-squarelogo-1597246179899.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,111,0,76.0,,Other,Incorrect
gd-1009535211365,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535211365,,Boston College,"Chestnut Hill, MA",2024-11-21,,direct_data,yearly,63800.0,104600.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE15011.htm,https://media.glassdoor.com/sql/15011/boston-college-squarelogo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,32,0,84200.0,Other,Other,Correct
gd-1009535211893,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535211893,,Scotiabank,United States,2024-11-21,,direct_data,yearly,174700.0,286000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE11013.htm,https://media.glassdoor.com/sql/11013/scotiabank-squarelogo-1580303305622.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,16,0,230350.0,,Other,Incorrect
gd-1009535212540,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535212540,,Tampa General Hospital,"Tampa, FL",2024-11-21,,direct_data,yearly,78000.0,78000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE18989.htm,https://media.glassdoor.com/sql/18989/tampa-general-hospital-squareLogo-1683905863702.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,33,0,78000.0,,Other,Incorrect
gd-1009535234856,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535234856,,UST Global,,2024-11-21,,direct_data,yearly,65000.0,97000.0,USD,True,organic,,,https://www.glassdoor.com/Overview/W-EI_IE155577.htm,https://media.glassdoor.com/sql/155577/ust-squareLogo-1687794678794.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,-1,1,81000.0,,Other,Incorrect
gd-1009535240984,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535240984,,Luxottica (LoA Corporate),"Mason, OH",2024-11-21,,direct_data,yearly,71342.0,99180.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE4573.htm,https://media.glassdoor.com/sql/4573/luxottica-squareLogo-1647449589701.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,200,0,85261.0,,Other,Incorrect
gd-1009535245272,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535245272,,Millennium Management,"Miami, FL",2024-11-21,,direct_data,yearly,60940.0,95984.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE850344.htm,https://media.glassdoor.com/sql/850344/millennium-squareLogo-1728335350395.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Analyst,0,44,0,78462.0,,Analyst,Incorrect
gd-1009535253169,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535253169,,Ilab Llc,"Indianapolis, IN",2024-11-21,,direct_data,yearly,84440.0,119425.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE328847.htm,https://media.glassdoor.com/sql/328847/ilab-squarelogo-1486060187607.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,10,0,101932.5,Other,Other,Correct
gd-1009535277747,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535277747,,University of South Carolina,United States,2024-11-21,,direct_data,yearly,72093.0,90116.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE28742.htm,https://media.glassdoor.com/sql/28742/university-of-south-carolina-squarelogo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,16,0,81104.5,Other,Other,Correct
gd-1009535281914,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535281914,,Prospect Infosystems Inc,"Nashville, TN",2024-11-21,,direct_data,hourly,30.0,30.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE7420208.htm,https://media.glassdoor.com/sql/7420208/prospect-infosystem-squarelogo-1659598939388.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,74,0,30.0,Other,Other,Correct
gd-1009535284269,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535284269,,Gejits Infotech Inc,"Austin, TX",2024-11-21,,direct_data,hourly,90.0,100.0,USD,False,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,26,0,95.0,,Other,Incorrect
gd-1009535292724,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535292724,,JDEdwardsRecruiter.com,United States,2024-11-21,,direct_data,yearly,135000.0,147000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE10085265.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Other,2,16,0,141000.0,Other,Other,Correct
gd-1009535296982,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535296982,,OFFSHORE HCL GLOBAL SYSTEMS INDIA PRIVATE LIMITED,"Nashville, TN",2024-11-21,,direct_data,hourly,28.0,28.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE269505.htm,https://media.glassdoor.com/sql/269505/hcl-global-systems-squarelogo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Other,2,74,0,28.0,,Other,Incorrect
gd-1009535297466,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535297466,,"Global Resources, LLC","Birmingham, AL",2024-11-21,,direct_data,yearly,105000.0,525000.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE393043.htm,https://media.glassdoor.com/sql/393043/global-resources-squarelogo-1389407421267.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,202,0,315000.0,,Other,Incorrect
gd-1009535301814,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535301814,,GSK Solutions Inc,"Nashville, TN",2024-11-21,,direct_data,hourly,30.0,30.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE610327.htm,https://media.glassdoor.com/sql/610327/gsk-solutions-squarelogo-1442229224096.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,74,0,30.0,,Other,Incorrect
gd-1009535303825,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009535303825,,Clear Street,United States,2024-11-21,,direct_data,yearly,140000.0,190000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE3174404.htm,https://media.glassdoor.com/sql/3174404/clear-street-squareLogo-1658756665280.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,16,0,165000.0,,Other,Incorrect
